Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2022,5,2022-05-29,8000,58,138,163,200,744,1245,9303,114,480,915,94,1602,2811,0,0,2811,4590,2500,2681,4890,0.14,47,8559,43,84.94
2022,5,2022-05-30,8060,55,135,161,173,754,1223,9338,114,296,910,92,1411,2871,0,0,2871,4480,2518,2831,5056,0.12,46,8584,41,84.92
2022,5,2022-05-31,7960,56,128,161,161,718,1168,9184,135,291,912,111,1448,2912,0,0,2912,3350,1287,3851,4823,0.12,47,8466,43,84.93
2022,6,2022-06-01,7890,58,122,45,154,686,1007,8955,134,298,908,116,1457,2939,0,0,2939,2507.8,263,4618,4559,0.12,49,8269,45,84.98
2022,6,2022-06-02,7710,58,115,33,166,680,994,8762,92,293,915,144,1445,3004,0,0,3004,2360,101,4567,4314,0.13,51,8082,47,85.06
2022,6,2022-06-03,7710,58,110,33,196,688,1027,8796,100,298,917,116,1431,3066,0,0,3066,2260,-21,4650,4299,0.13,51,8108,47,85.14
2022,6,2022-06-04,7860,58,106,33,196,738,1073,8991,102,291,906,98,1397,3117,0,0,3117,2290,39,4755,4478,0.12,50,8253,46,85.19
2022,6,2022-06-05,8120,59,109,33,191,785,1118,9297,115,298,908,100,1421,3187,458,0,2729,2330,354,5085,5147,0.12,45,8512,40,85.14
2022,6,2022-06-06,8350,61,143,33,190,766,1132,9542,78,298,904,93,1374,3226,458,0,2768,2440,492,5196,5401,0.12,43,8776,38,85.07
2022,6,2022-06-07,8440,65,160,33,174,680,1047,9552,71,294,905,94,1364,3273,458,0,2815,2510,458,5207,5373,0.12,44,8872,39,85
2022,6,2022-06-08,8710,74,110,33,160,649,952,9736,98,293,912,66,1369,3306,458,0,2848,2610,407,5376,5518,0.11,43,9087,39,84.92
2022,6,2022-06-09,8840,76,95,32,186,650,962,9878,126,295,907,48,1377,3349,458,0,2891,2670,425,5437,5611,0.11,43,9228,39,84.84
2022,6,2022-06-10,8600,76,89,31,253,633,1006,9681,157,294,910,83,1444,3397,0,0,3397,2690,127,5035,4841,0.11,50,9048,47,84.85
2022,6,2022-06-11,8420,76,82,31,272,674,1059,9555,153,298,910,101,1462,3457,0,0,3457,2690,141,4838,4636,0.12,51,8881,48,84.89
2022,6,2022-06-12,8530,77,78,32,272,723,1104,9711,157,297,913,66,1434,3486,0,0,3486,2720,191,4910,4791,0.11,51,8988,47,84.91
2022,6,2022-06-13,8940,78,80,31,259,702,1072,10090,130,300,912,60,1402,3563,0,0,3563,2750,165,5270,5125,0.11,49,9388,45,84.89
2022,6,2022-06-14,8800,76,95,31,247,632,1005,9882,82,291,912,54,1340,3618,0,0,3618,2710,78,5153,4923,0.11,50,9250,47,84.89
2022,6,2022-06-15,8760,74,85,31,241,639,996,9830,86,292,911,54,1344,3661,0,0,3661,2690,16,5119,4824,0.11,51,9191,48,84.9
2022,6,2022-06-16,8840,72,77,31,236,632,976,9888,86,289,912,58,1345,3709,0,0,3709,2680,-42,5194,4834,0.11,51,9256,48,84.91
2022,6,2022-06-17,9030,72,76,32,244,592,943,10046,110,285,907,85,1386,3759,0,0,3759,2690,-111,5360,4901,0.11,51,9454,48,84.91
2022,6,2022-06-18,9000,72,73,32,263,667,1035,10108,151,296,914,85,1445,3820,0,0,3820,2680,-129,5323,4842,0.11,52,9441,49,84.92
2022,6,2022-06-19,8800,72,72,36,275,746,1128,10000,148,288,899,71,1406,3886,0,0,3886,2660,-74,5124,4708,0.11,53,9254,49,84.95
2022,6,2022-06-20,8680,70,72,41,252,740,1104,9855,85,290,864,52,1291,3934,0,0,3934,2650,-43,4999,4629,0.11,53,9115,49,84.99
2022,6,2022-06-21,8440,69,70,31,242,644,987,9496,89,296,910,64,1359,3956,0,0,3956,2640,-240,4762,4181,0.12,56,8852,53,85.09
2022,6,2022-06-22,8350,69,66,31,249,636,982,9401,87,291,919,61,1358,4006,0,0,4006,2640,-279,4657,4037,0.12,57,8765,54,85.21
2022,6,2022-06-23,8470,69,60,31,271,710,1073,9611,86,292,921,58,1358,3997,0,0,3997,2650,-175,4770,4257,0.12,56,8901,52,85.29
2022,6,2022-06-24,8740,69,58,31,286,729,1104,9913,89,300,923,79,1390,4054,0,0,4054,2680,-162,4994,4469,0.11,55,9184,51,85.33
2022,6,2022-06-25,9160,69,55,31,282,721,1089,10318,81,399,924,87,1490,4105,0,0,4105,2690,-293,5390,4722,0.12,54,9597,51,85.33
2022,6,2022-06-26,9320,69,52,31,275,813,1171,10561,79,389,924,49,1441,4118,0,0,4118,2670,-227,5566,5001,0.12,53,9748,49,85.3
2022,6,2022-06-27,9890,69,50,32,277,840,1199,11158,74,394,922,43,1433,4177,0,0,4177,2720,-186,6070,5548,0.11,50,10318,46,85.2
2022,6,2022-06-28,10800,69,48,31,246,747,1072,11941,83,0,921,46,1050,4158,0,0,4158,2860,226,6845,6734,0.07,44,11194,40,84.98
2022,6,2022-06-29,11200,69,46,32,234,700,1011,12280,63,0,908,43,1013,4223,0,0,4223,2950,246,7136,7044,0.07,43,11580,39,84.74
2022,6,2022-06-30,11600,69,44,31,244,685,1004,12673,54,298,911,32,1295,4251,0,0,4251,3157,135,7322,7127,0.09,44,11988,41,84.51
2022,7,2022-07-01,12000,69,44,31,263,596,934,13003,63,300,1519,80,1962,4261,0,0,4261,4910,1193,5966,6781,0.14,48,12407,45,84.33
2022,7,2022-07-02,12300,73,43,31,272,534,880,13253,38,393,1656,86,2173,4217,0,0,4217,6350,2402,4842,6863,0.15,48,12719,46,84.15
2022,7,2022-07-03,12900,73,43,32,275,446,796,13770,61,593,1824,36,2515,4300,0,0,4300,6430,1953,5340,6955,0.17,49,13324,48,83.96
2022,7,2022-07-04,13400,69,44,31,246,382,703,14172,68,590,1803,26,2486,4312,0,0,4312,6410,1849,5852,7374,0.17,48,13790,47,83.75
2022,7,2022-07-05,13300,68,44,31,197,316,588,13956,57,597,1816,40,2510,4355,0,0,4355,6420,1708,5729,7092,0.17,49,13640,48,83.58
2022,7,2022-07-06,13100,68,44,31,164,263,502,13670,42,593,1814,25,2475,4361,0,0,4361,6430,1648,5517,6834,0.17,50,13407,49,83.44
2022,7,2022-07-07,12900,68,43,31,166,250,491,13459,76,592,1805,41,2514,4362,0,0,4362,6440,1622,5307,6583,0.18,51,13209,50,83.34
2022,7,2022-07-08,12500,66,46,31,225,232,535,13101,116,597,1812,64,2589,4388,0,0,4388,6410,1567,4927,6123,0.18,53,12869,52,83.28
2022,7,2022-07-09,12400,65,45,32,268,230,575,13041,120,596,1812,76,2603,4388,0,0,4388,6460,1655,4776,6049,0.18,54,12811,53,83.24
2022,7,2022-07-10,12500,67,43,31,282,280,637,13204,117,598,2372,43,3131,4386,0,0,4386,6540,1238,4799,5687,0.22,57,12924,56,83.24
2022,7,2022-07-11,12400,70,43,31,283,265,622,13091,117,593,2708,25,3443,4392,0,0,4392,6610,959,4630,5256,0.25,60,12826,59,83.28
2022,7,2022-07-12,12300,70,42,31,252,211,536,12906,121,598,2714,25,3459,4388,0,0,4388,6550,800,4591,5059,0.26,61,12695,60,83.36
2022,7,2022-07-13,12700,69,40,31,237,202,510,13279,119,591,2707,19,3436,4351,0,0,4351,6500,765,5051,5493,0.24,59,13077,58,83.37
2022,7,2022-07-14,12800,67,39,32,261,212,544,13411,122,587,2725,21,3455,4355,0,0,4355,6560,839,5088,5601,0.24,58,13199,58,83.37
2022,7,2022-07-15,12800,66,38,31,283,202,554,13421,119,594,2717,67,3498,4301,0,0,4301,6570,898,5092,5622,0.24,58,13219,57,83.37
2022,7,2022-07-16,12600,67,37,32,277,224,570,13237,117,584,2713,77,3490,4301,0,0,4301,6520,881,4942,5445,0.24,59,13013,58,83.39
2022,7,2022-07-17,12300,68,35,32,270,243,580,12948,106,593,2717,36,3451,4313,0,0,4313,6400,761,4761,5184,0.25,60,12705,59,83.44
2022,7,2022-07-18,12100,71,35,32,252,267,586,12757,112,597,2704,25,3437,4331,0,0,4331,6270,629,4688,4988,0.25,61,12490,60,83.51
2022,7,2022-07-19,12000,69,34,31,246,229,540,12609,87,597,2701,26,3411,4334,0,0,4334,6180,518,4675,4864,0.26,61,12380,61,83.6
2022,7,2022-07-20,12000,63,33,31,257,201,522,12586,102,593,2689,22,3407,4284,0,0,4284,6120,473,4744,4895,0.26,61,12385,60,83.67
2022,7,2022-07-21,11800,62,32,31,266,203,533,12394,136,593,2712,35,3475,4273,0,0,4273,6130,445,4535,4646,0.26,63,12191,62,83.78
2022,7,2022-07-22,11600,62,33,31,276,189,529,12191,135,599,2716,52,3503,4268,0,0,4268,6050,354,4417,4420,0.27,64,12002,63,83.91
2022,7,2022-07-23,11400,62,32,31,283,201,547,12009,135,590,2721,74,3520,4287,0,0,4287,5980,294,4282,4202,0.27,65,11808,64,84.06
2022,7,2022-07-24,11300,62,32,31,279,217,559,11922,159,593,2714,38,3504,4295,0,0,4295,5930,232,4230,4122,0.27,65,11705,65,84.23
2022,7,2022-07-25,11300,62,33,31,253,211,528,11890,174,584,2720,25,3502,4237,0,0,4237,5970,266,4206,4151,0.27,65,11679,64,84.37
2022,7,2022-07-26,11300,62,32,31,243,177,483,11845,146,586,2702,25,3459,4237,0,0,4237,5950,245,4225,4149,0.27,65,11668,64,84.51
2022,7,2022-07-27,11200,62,32,31,258,158,479,11740,150,598,2711,21,3480,4225,0,0,4225,5920,193,4159,4035,0.28,66,11582,65,84.66
2022,7,2022-07-28,11100,58,33,29,282,167,511,11669,127,600,2718,23,3467,4175,0,0,4175,5970,324,4019,4027,0.28,65,11502,65,84.81
2022,7,2022-07-29,10900,55,32,26,288,167,513,11469,111,595,2720,56,3483,4176,0,0,4176,6020,392,3766,3809,0.28,67,11302,66,84.98
2022,7,2022-07-30,11000,53,31,27,287,171,516,11569,111,595,2712,60,3479,4176,0,0,4176,5980,363,3904,3914,0.28,66,11398,66,85.12
2022,7,2022-07-31,11100,49,30,29,280,213,552,11700,111,595,2709,27,3443,4166,0,0,4166,5810,238,4172,4091,0.28,65,11487,64,85.23
2022,8,2022-08-01,11200,47,32,31,246,204,513,11760,120,597,2721,20,3459,4173,0,0,4173,5790,151,4288,4128,0.28,65,11556,64,85.32
2022,8,2022-08-02,11100,45,33,32,231,173,468,11613,131,593,2706,22,3452,4142,0,0,4142,5850,196,4135,4020,0.28,65,11440,65,85.43
2022,8,2022-08-03,10900,45,32,31,235,162,460,11404,136,592,2744,22,3495,4104,0,0,4104,5870,190,3926,3806,0.29,67,11242,66,85.57
2022,8,2022-08-04,10600,44,30,31,253,162,476,11120,134,593,2706,34,3468,4114,0,0,4114,5790,159,3702,3539,0.29,68,10958,68,85.75
2022,8,2022-08-05,10500,43,29,31,275,176,511,11054,135,599,2731,93,3558,4029,0,0,4029,5740,167,3675,3467,0.29,69,10878,68,85.93
2022,8,2022-08-06,10600,43,30,31,279,171,511,11154,134,583,2707,98,3522,4035,0,0,4035,5690,155,3823,3597,0.29,68,10983,67,86.07
2022,8,2022-08-07,10500,43,31,31,248,218,528,11071,135,594,2703,60,3492,3996,0,0,3996,5690,190,3734,3583,0.29,68,10853,67,86.21
2022,8,2022-08-08,10500,42,33,31,241,213,518,11060,133,592,2707,41,3473,3992,0,0,3992,5690,182,3735,3596,0.29,67,10847,67,86.34
2022,8,2022-08-09,10600,42,31,30,253,175,489,11131,133,591,2718,51,3493,3937,0,0,3937,5770,258,3770,3701,0.29,67,10956,66,86.45
2022,8,2022-08-10,10700,42,29,30,263,169,491,11233,132,592,2708,44,3477,3930,0,0,3930,5770,274,3871,3826,0.29,66,11064,65,86.53
2022,8,2022-08-11,10400,42,27,30,244,149,450,10892,70,597,2704,48,3419,3873,0,0,3873,5770,332,3587,3600,0.3,67,10743,66,86.64
2022,8,2022-08-12,10200,42,27,31,241,145,444,10686,33,688,2716,85,3522,3885,0,0,3885,5750,232,3404,3279,0.31,69,10541,69,86.81
2022,8,2022-08-13,10300,41,26,31,281,160,499,10840,33,693,2711,106,3543,3836,0,0,3836,5750,318,3517,3461,0.31,68,10680,68,86.93
2022,8,2022-08-14,10200,41,25,31,279,194,530,10771,33,695,2714,74,3517,3796,0,0,3796,5650,270,3528,3459,0.31,68,10577,67,87.05
2022,8,2022-08-15,9890,41,24,31,260,217,532,10463,45,691,2719,60,3515,3820,0,0,3820,5540,134,3321,3128,0.32,70,10246,69,87.22
2022,8,2022-08-16,9550,41,26,30,281,186,522,10113,108,690,2713,52,3563,3760,0,0,3760,5480,48,3058,2790,0.33,72,9927,72,87.46
2022,8,2022-08-17,9420,41,23,29,288,171,511,9972,147,699,2722,58,3626,3729,0,0,3729,5370,-111,3047,2617,0.34,74,9801,73,87.73
2022,8,2022-08-18,9420,42,22,27,284,200,533,9995,148,699,2718,57,3622,3679,0,0,3679,5220,-204,3212,2693,0.33,73,9795,73,87.96
2022,8,2022-08-19,9370,43,23,28,306,211,568,9980,145,694,2721,95,3655,3657,0,0,3657,5140,-229,3249,2669,0.34,73,9769,73,88.19
2022,8,2022-08-20,9300,44,22,31,301,206,560,9904,146,696,2705,103,3649,3665,0,0,3665,5100,-269,3218,2589,0.34,74,9698,73,88.42
2022,8,2022-08-21,9320,45,21,31,276,219,547,9912,146,687,2712,74,3617,3614,0,0,3614,5090,-256,3263,2681,0.34,73,9693,72,88.62
2022,8,2022-08-22,9740,45,20,31,251,225,528,10313,145,688,2579,60,3473,3562,0,0,3562,5150,-50,3638,3278,0.31,68,10088,68,88.68
2022,8,2022-08-23,9490,44,21,32,251,205,509,10043,152,696,2691,38,3577,3566,0,0,3566,5240,-107,3296,2900,0.33,71,9838,71,88.81
2022,8,2022-08-24,9140,42,21,32,275,182,510,9691,177,689,2703,23,3591,3512,0,0,3512,5200,-141,2998,2588,0.35,73,9509,73,89.01
2022,8,2022-08-25,9290,41,20,31,288,204,543,9875,170,697,2718,20,3604,3463,0,0,3463,5190,-102,3172,2808,0.34,72,9671,71,89.15
2022,8,2022-08-26,9410,41,20,31,307,221,579,10030,166,694,2710,55,3625,3406,0,0,3406,5250,45,3248,2999,0.33,70,9809,69,89.24
2022,8,2022-08-27,9320,41,20,31,289,223,563,9924,171,691,2722,66,3650,3399,0,0,3399,5340,111,3069,2876,0.34,71,9701,70,89.35
2022,8,2022-08-28,9470,42,19,31,252,249,551,10063,170,697,2715,36,3618,3364,0,0,3364,5380,163,3190,3081,0.34,69,9814,69,89.4
2022,8,2022-08-29,9390,42,19,31,233,257,540,9972,170,697,2706,23,3596,3325,0,0,3325,5290,96,3211,3052,0.34,69,9715,69,89.47
2022,8,2022-08-30,8610,42,20,31,255,230,536,9188,183,696,2706,23,3608,3266,0,0,3266,5140,-32,2598,2315,0.37,75,8958,74,89.7
2022,8,2022-08-31,8990,42,20,30,283,195,527,9559,213,690,2713,23,3639,3212,0,0,3212,5130,-46,3003,2709,0.35,72,9364,71,89.82
2022,9,2022-09-01,9180,41,19,31,295,200,545,9766,157,694,2736,17,3604,3158,0,0,3158,5190,96,3147,3004,0.35,69,9566,69,89.87
2022,9,2022-09-02,9030,41,18,32,306,198,554,9625,145,690,1818,49,2702,3144,0,0,3144,5110,967,3080,3778,0.25,61,9427,60,89.77
2022,9,2022-09-03,9340,41,18,32,312,206,568,9949,132,653,1813,48,2647,3150,0,0,3150,5040,962,3459,4153,0.25,58,9743,57,89.61
2022,9,2022-09-04,9430,41,18,34,311,193,556,10028,135,697,1805,20,2657,3064,0,0,3064,5160,1088,3453,4306,0.25,57,9835,56,89.44
2022,9,2022-09-05,9390,41,17,34,305,214,570,10001,133,695,1810,10,2647,3016,0,0,3016,5260,1232,3327,4338,0.25,57,9787,56,89.27
2022,9,2022-09-06,9470,41,17,34,307,198,556,10067,129,697,1812,3,2641,2976,0,0,2976,5210,1194,3468,4451,0.25,56,9869,55,89.1
2022,9,2022-09-07,9570,41,16,33,310,181,540,10151,129,689,1815,10,2643,2917,0,0,2917,5230,1241,3564,4591,0.24,55,9970,54,88.91
2022,9,2022-09-08,9400,41,15,33,309,204,561,10001,91,688,1811,4,2593,2868,0,0,2868,5380,1488,3258,4541,0.25,55,9797,54,88.74
2022,9,2022-09-09,9310,40,17,32,313,313,675,10025,170,695,1817,33,2714,2872,0,0,2872,5420,1547,3126,4439,0.25,56,9712,54,88.6
2022,9,2022-09-10,9600,40,19,34,303,361,717,10357,166,692,1813,58,2728,2824,0,0,2824,5350,1560,3499,4804,0.24,54,9996,52,88.41
2022,9,2022-09-11,9670,40,19,34,285,384,721,10431,164,698,1824,29,2715,2779,0,0,2779,5250,1479,3681,4937,0.24,53,10047,51,88.22
2022,9,2022-09-12,9060,39,19,33,267,434,753,9852,169,693,2704,2,3569,2718,0,0,2718,5230,651,3108,3566,0.34,64,9418,62,88.24
2022,9,2022-09-13,8500,39,19,33,261,360,673,9212,171,998,2709,4,3882,2669,0,0,2669,5090,151,2702,2661,0.4,71,8852,70,88.46
2022,9,2022-09-14,8520,38,19,33,271,277,600,9158,153,990,2717,12,3873,2611,0,0,2611,4930,-27,2897,2674,0.4,71,8881,70,88.65
2022,9,2022-09-15,8550,36,21,33,267,209,529,9115,145,998,2727,17,3887,2558,0,0,2558,4830,-174,3039,2669,0.4,71,8906,70,88.84
2022,9,2022-09-16,8280,36,22,33,266,219,540,8856,126,892,2714,43,3775,2559,0,0,2559,4780,-75,2819,2522,0.4,72,8637,71,89.06
2022,9,2022-09-17,7910,38,23,33,282,256,594,8542,135,896,2717,47,3795,2508,0,0,2508,4670,-113,2575,2240,0.42,74,8286,73,89.34
2022,9,2022-09-18,8130,38,23,34,271,292,620,8789,128,896,2715,16,3755,2468,0,0,2468,4540,-183,2937,2566,0.41,71,8497,70,89.52
2022,9,2022-09-19,8920,37,25,34,242,344,645,9602,145,695,2718,2,3560,2434,458,0,1976,4700,502,3703,4066,0.35,58,9258,56,89.39
2022,9,2022-09-20,9150,32,32,36,220,343,631,9813,96,694,2707,21,3517,2437,458,0,1979,4960,808,3668,4316,0.35,56,9470,54,89.22
2022,9,2022-09-21,8970,30,52,33,222,328,636,9635,79,1392,2711,33,4216,2384,458,0,1926,5040,241,3420,3494,0.42,64,9307,62,89.21
2022,9,2022-09-22,8950,32,52,32,250,326,659,9641,79,1491,2699,36,4305,2327,458,0,1869,5120,295,3339,3467,0.43,64,9315,63,89.2
2022,9,2022-09-23,8800,33,46,32,251,307,635,9468,106,1497,2696,53,4352,2325,458,0,1867,5220,343,3091,3249,0.44,66,9161,65,89.23
2022,9,2022-09-24,8590,33,41,32,240,305,618,9241,108,1498,2724,61,4391,2280,0,0,2280,5290,96,2695,2570,0.45,72,8936,71,89.41
2022,9,2022-09-25,8320,33,35,32,251,322,639,8993,118,1498,2723,64,4402,2235,0,0,2235,5200,47,2528,2355,0.47,74,8671,73,89.64
2022,9,2022-09-26,8170,34,32,35,233,346,646,8850,92,995,2706,44,3838,2233,0,0,2233,5110,511,2468,2779,0.42,69,8504,67,89.75
2022,9,2022-09-27,8070,34,30,34,220,272,556,8660,76,463,2706,41,3286,2200,0,0,2200,5040,921,2448,3174,0.37,63,8388,62,89.77
2022,9,2022-09-28,7930,33,28,35,233,238,534,8498,100,498,2718,33,3349,2169,0,0,2169,4940,749,2416,2980,0.37,65,8260,64,89.82
2022,9,2022-09-29,7560,33,27,34,255,225,541,8134,79,455,2726,37,3297,2150,0,0,2150,4870,754,2121,2688,0.39,67,7909,66,89.94
2022,9,2022-09-30,6810,34,26,34,239,217,516,7361,111,492,2718,36,3357,2118,0,0,2118,4760,578,1491,1886,0.43,74,7144,74,90.28
